id,injection
64114,True
82038,True
104208,True
104218,True
48322,False
13491,False
11275,False
56202,True
21145,False
39163,False
71774,True
13010,False
49505,False
91027,True
49698,False
47747,False
47446,False
55143,True
92596,True
89226,True
75055,True
4309,False
68641,True
103911,True
12339,False
44565,False
81763,True
88934,True
36551,False
45479,False
89858,True
4368,False
57611,True
24483,False
65666,True
63944,True
65798,True
47862,False
77580,True
55690,True
74091,True
25210,False
16281,False
44020,False
19452,False
97283,True
67713,True
96275,True
52273,False
66862,True
54865,True
100980,True
85294,True
15234,False
45920,False
24835,False
65098,True
72874,True
92316,True
7101,False
61866,True
48584,False
73402,True
7027,False
98881,True
69710,True
57827,True
20994,False
47262,False
69623,True
103009,True
52642,False
21412,False
77338,True
19932,False
19170,False
100363,True
72639,True
3710,False
95117,True
45025,False
54366,True
3732,False
36005,False
47967,False
13553,False
66204,True
71882,True
68943,True
26753,False
16210,False
7633,False
28868,False
16556,False
7061,False
62001,True
32790,False
99259,True
69843,True
91988,True
61788,True
23911,False
65866,True
41483,False
67970,True
95508,True
70761,True
4102,False
3863,False
67580,True
17233,False
94395,True
37067,False
7527,False
85452,True
12686,False
102810,True
17942,False
74171,True
53767,False
68412,True
624,False
60827,True
67468,True
49675,False
86987,True
49636,False
57068,True
37879,False
41602,False
20840,False
65058,True
26715,False
80168,True
100125,True
77973,True
86860,True
21814,False
98164,True
46714,False
39562,False
102802,True
44281,False
34458,False
22185,False
9755,False
31125,False
79337,True
19146,False
102955,True
68742,True
34593,False
56109,True
41634,False
43188,False
45687,False
14337,False
15153,False
8462,False
10740,False
5221,False
49481,False
102941,True
25126,False
46816,False
74501,True
68050,True
4497,False
54060,True
51442,False
37710,False
54852,True
40232,False
96650,True
31040,False
35294,False
73956,True
73523,True
89981,True
43023,False
96463,True
35885,False
92120,True
51038,False
15223,False
104166,True
22056,False
84164,True
97296,True
71925,True
367,False
15475,False
36346,False
39457,False
50089,False
4078,False
47832,False
12011,False
27382,False
20986,False
65179,True
23210,False
616,False
36371,False
61959,True
15844,False
82198,True
11027,False
95440,True
82859,True
67334,True
34450,False
86962,True
61130,True
50300,False
48720,False
102107,True
43070,False
4416,False
8043,False
102158,True
57689,True
25527,False
10807,False
70546,True
36766,False
42494,False
83451,True
87438,True
101190,True
1116,False
48518,False
64602,True
1414,False
10136,False
5241,False
77259,True
41987,False
96959,True
57814,True
73678,True
89717,True
4946,False
16510,False
42244,False
10947,False
17729,False
29244,False
88742,True
67833,True
94054,True
18771,False
40175,False
57119,True
12433,False
24689,False
40735,False
101630,True
17512,False
54325,True
90373,True
33721,False
89230,True
25091,False
9424,False
26548,False
38758,False
90340,True
95430,True
37353,False
16170,False
99646,True
92484,True
86405,True
52051,False
4777,False
47172,False
84831,True
84329,True
25425,False
60537,True
31480,False
15500,False
36152,False
33986,False
97772,True
44411,False
94991,True
78090,True
12934,False
48349,False
44155,False
47888,False
103419,True
100343,True
99917,True
11837,False
88421,True
84868,True
51901,False
15455,False
73220,True
78940,True
11838,False
90404,True
77006,True
104469,True
50727,False
96012,True
69432,True
58963,True
46880,False
69437,True
60815,True
94190,True
45342,False
69427,True
32402,False
37501,False
83508,True
100841,True
2662,False
72395,True
46213,False
566,False
11292,False
54786,True
24295,False
83728,True
44504,False
68883,True
34613,False
83986,True
59852,True
63311,True
104372,True
95742,True
34168,False
46164,False
34074,False
42520,False
65978,True
29082,False
73061,True
77982,True
45128,False
42203,False
48748,False
95419,True
5946,False
54061,True
60820,True
24690,False
57510,True
82515,True
105426,True
100302,True
53669,False
10798,False
73986,True
10214,False
30660,False
80594,True
11531,False
60928,True
20564,False
104560,True
5023,False
23041,False
67676,True
70504,True
3703,False
30826,False
40967,False
23004,False
10341,False
51488,False
37048,False
75783,True
41643,False
21160,False
41042,False
2438,False
4170,False
52738,False
52833,False
23081,False
104274,True
61449,True
28160,False
96786,True
20066,False
11885,False
18711,False
70532,True
73563,True
97522,True
70143,True
5651,False
65604,True
47350,False
1245,False
74710,True
16617,False
29650,False
70797,True
99521,True
31389,False
10844,False
23051,False
61967,True
64517,True
95241,True
5349,False
87023,True
91520,True
19367,False
28711,False
6928,False
41780,False
70549,True
12343,False
54280,True
44132,False
68571,True
5623,False
13204,False
93567,True
40465,False
86660,True
82300,True
1463,False
36196,False
82400,True
24775,False
60686,True
93092,True
58872,True
53944,False
70116,True
24492,False
51583,False
3065,False
100282,True
65244,True
69225,True
78803,True
25347,False
96147,True
3746,False
78534,True
34871,False
102151,True
12709,False
37850,False
95479,True
19289,False
54548,True
26649,False
66509,True
98339,True
93516,True
53487,False
63684,True
47962,False
96945,True
72732,True
91204,True
16001,False
64869,True
90321,True
12116,False
42138,False
15859,False
100645,True
39000,False
52698,False
76009,True
69451,True
67376,True
68771,True
26357,False
74832,True
64507,True
87767,True
19329,False
95634,True
38666,False
75075,True
60584,True
13935,False
87897,True
47639,False
59110,True
104812,True
98226,True
57707,True
59509,True
85458,True
71245,True
72969,True
5362,False
91128,True
38532,False
20142,False
43282,False
49299,False
45349,False
33159,False
72562,True
94570,True
74377,True
75867,True
10360,False
87015,True
4600,False
103472,True
69280,True
46811,False
105250,True
21623,False
6298,False
35719,False
34572,False
78094,True
19276,False
96396,True
81813,True
29186,False
91091,True
63326,True
69716,True
27396,False
33946,False
96246,True
24409,False
60593,True
38375,False
96647,True
12794,False
35300,False
30638,False
42468,False
89266,True
78951,True
85956,True
4510,False
7862,False
68922,True
102101,True
4349,False
77142,True
22971,False
51859,False
91813,True
101009,True
73680,True
105306,True
50291,False
41488,False
5025,False
11341,False
37665,False
65272,True
31144,False
45520,False
58472,True
89597,True
8585,False
96533,True
45590,False
5484,False
15731,False
73732,True
38616,False
96010,True
49617,False
16071,False
54347,True
86223,True
32925,False
32681,False
12106,False
28855,False
95000,True
34582,False
87618,True
27283,False
79675,True
86003,True
85818,True
55471,True
1112,False
83656,True
92350,True
71361,True
707,False
59305,True
81413,True
52251,False
50246,False
58833,True
45892,False
94159,True
64256,True
1111,False
97867,True
52414,False
101064,True
71481,True
52147,False
99663,True
97975,True
66546,True
30035,False
36928,False
63808,True
48763,False
27216,False
9875,False
41969,False
12213,False
5013,False
48190,False
100848,True
45283,False
99673,True
21078,False
24118,False
54385,True
43809,False
35445,False
79178,True
69764,True
42362,False
69779,True
33074,False
21006,False
78045,True
84587,True
40422,False
12336,False
65390,True
4714,False
16632,False
17535,False
37958,False
52954,False
39914,False
32171,False
51290,False
73559,True
100190,True
43022,False
31393,False
83626,True
62,False
12415,False
93052,True
86419,True
35856,False
45335,False
32780,False
71046,True
53024,False
31974,False
34304,False
77308,True
11792,False
1627,False
99774,True
85164,True
50038,False
26142,False
75895,True
90848,True
54018,True
88961,True
64535,True
29649,False
1093,False
79345,True
90316,True
67851,True
53565,False
54596,True
11795,False
103080,True
71227,True
68368,True
52100,False
63542,True
86404,True
682,False
90122,True
99464,True
99632,True
70002,True
11681,False
68459,True
2138,False
70499,True
97094,True
30646,False
21776,False
16319,False
104994,True
64412,True
59112,True
84457,True
1411,False
53250,False
9826,False
81486,True
34948,False
56062,True
11828,False
34620,False
54442,True
20156,False
51293,False
97190,True
23128,False
55767,True
37323,False
8861,False
102111,True
36768,False
85080,True
79788,True
85642,True
50178,False
100737,True
42992,False
105179,True
56682,True
79485,True
35438,False
54504,True
54198,True
98172,True
71918,True
50675,False
17476,False
52186,False
98904,True
95684,True
76416,True
86285,True
23881,False
502,False
59370,True
30009,False
100015,True
7354,False
100441,True
90241,True
91811,True
11245,False
54781,True
47656,False
58966,True
47587,False
98745,True
102969,True
86371,True
52330,False
84393,True
95499,True
5796,False
5328,False
66993,True
96247,True
99783,True
11037,False
64021,True
61507,True
49390,False
27060,False
95103,True
28297,False
61910,True
83379,True
99162,True
6972,False
50358,False
78146,True
23806,False
47086,False
25575,False
18910,False
3412,False
40548,False
55191,True
57291,True
9468,False
5405,False
92160,True
75526,True
93854,True
19903,False
68981,True
52880,False
14698,False
93177,True
36411,False
45214,False
3924,False
25079,False
39005,False
67925,True
30291,False
22507,False
38656,False
60798,True
57811,True
32252,False
16812,False
57156,True
20384,False
31380,False
70412,True
104025,True
8236,False
55699,True
16878,False
79872,True
41629,False
9086,False
62530,True
85148,True
100130,True
47248,False
39542,False
85261,True
46188,False
87960,True
18044,False
44500,False
101680,True
69768,True
50258,False
71240,True
43875,False
11056,False
88298,True
74977,True
3790,False
36513,False
23119,False
83595,True
62417,True
21825,False
26702,False
87878,True
63233,True
98297,True
55363,True
26487,False
25183,False
74702,True
105763,True
72919,True
4814,False
90082,True
42872,False
78504,True
60972,True
3296,False
89420,True
96774,True
11333,False
70259,True
81453,True
41141,False
64486,True
52403,False
70187,True
72108,True
59031,True
64096,True
39541,False
31392,False
100615,True
94908,True
102717,True
15124,False
89724,True
76114,True
65515,True
102105,True
68172,True
40385,False
26735,False
77543,True
48557,False
97055,True
104168,True
23650,False
82294,True
35566,False
480,False
3850,False
17775,False
67280,True
55697,True
31474,False
101008,True
75796,True
35887,False
85965,True
101584,True
84263,True
16370,False
1684,False
16570,False
74725,True
19109,False
5504,False
59017,True
65337,True
88388,True
1963,False
29214,False
30037,False
16359,False
87696,True
12110,False
98035,True
35695,False
94071,True
5791,False
67547,True
78492,True
75285,True
62178,True
33542,False
39519,False
100263,True
37829,False
52333,False
97669,True
1802,False
95374,True
87984,True
48144,False
93624,True
103624,True
99109,True
16921,False
78968,True
95434,True
88344,True
37075,False
30098,False
16201,False
80059,True
32540,False
94937,True
77975,True
64010,True
51240,False
17748,False
65060,True
64938,True
94381,True
17170,False
52064,False
88854,True
91683,True
32337,False
46520,False
34724,False
48583,False
13464,False
23548,False
34722,False
50736,False
21050,False
75699,True
24767,False
9492,False
1892,False
101796,True
95326,True
104234,True
36525,False
70949,True
29942,False
73684,True
43733,False
25818,False
66586,True
28273,False
47594,False
104189,True
21417,False
87934,True
52250,False
29587,False
79285,True
50644,False
8341,False
17044,False
103540,True
101530,True
23851,False
147,False
32326,False
34380,False
100625,True
63752,True
72781,True
51333,False
102096,True
37219,False
90338,True
36799,False
3491,False
39754,False
15542,False
69319,True
43290,False
76529,True
3261,False
64936,True
12663,False
65966,True
22162,False
2501,False
239,False
47088,False
2758,False
14265,False
97117,True
83055,True
790,False
64247,True
71499,True
45725,False
11189,False
32936,False
43931,False
96675,True
1454,False
29633,False
5283,False
97580,True
76323,True
9182,False
19965,False
21866,False
46645,False
94496,True
29127,False
19909,False
69970,True
89546,True
60583,True
75560,True
24203,False
93415,True
81937,True
62750,True
63286,True
11616,False
26719,False
5575,False
2286,False
102596,True
81096,True
14737,False
82468,True
16398,False
35855,False
9345,False
45816,False
74603,True
30772,False
85989,True
22995,False
44385,False
21796,False
85692,True
29724,False
86661,True
29221,False
25756,False
62660,True
57796,True
72662,True
17844,False
45179,False
70485,True
42125,False
34753,False
70861,True
70413,True
42470,False
10986,False
41392,False
65969,True
70984,True
76713,True
8817,False
64110,True
13903,False
11032,False
59988,True
73769,True
7222,False
36962,False
89562,True
41125,False
80805,True
25492,False
88638,True
42568,False
62790,True
24757,False
43126,False
29816,False
7785,False
88683,True
20534,False
54120,True
96188,True
62870,True
105170,True
83876,True
80493,True
73019,True
38438,False
93118,True
3879,False
24754,False
51545,False
56087,True
57610,True
104294,True
16566,False
1052,False
17943,False
13343,False
90779,True
103070,True
76522,True
10112,False
95514,True
10753,False
78907,True
69692,True
77324,True
21989,False
17605,False
26896,False
43542,False
33601,False
18532,False
82683,True
47021,False
55006,True
7339,False
14446,False
88551,True
35116,False
66346,True
24969,False
15220,False
52873,False
15226,False
11272,False
39007,False
68021,True
97636,True
41223,False
3505,False
7728,False
78294,True
32766,False
3208,False
79917,True
61902,True
48381,False
95067,True
102338,True
98300,True
61142,True
72014,True
82764,True
13937,False
35057,False
63652,True
96893,True
37395,False
20025,False
78540,True
65850,True
73469,True
35316,False
74869,True
24143,False
64590,True
103045,True
13411,False
17726,False
74014,True
42899,False
98896,True
78412,True
32596,False
33815,False
46418,False
5183,False
96331,True
10433,False
98507,True
34473,False
33875,False
82476,True
22697,False
1317,False
100345,True
24795,False
105114,True
56392,True
11460,False
64485,True
6572,False
59139,True
50181,False
5847,False
23400,False
40114,False
33927,False
44243,False
62928,True
65315,True
33896,False
92674,True
46831,False
86882,True
60682,True
25623,False
57737,True
13272,False
44133,False
59999,True
37981,False
34645,False
34857,False
25169,False
5381,False
2894,False
98717,True
67604,True
31983,False
2589,False
84264,True
35216,False
73639,True
212,False
48048,False
83554,True
68220,True
79560,True
14064,False
48417,False
66475,True
8174,False
5033,False
101757,True
25185,False
53027,False
92031,True
101117,True
81420,True
21862,False
75429,True
59894,True
50668,False
92594,True
35490,False
22348,False
70414,True
71200,True
93063,True
103412,True
99510,True
71496,True
22048,False
59946,True
75164,True
62234,True
60290,True
81523,True
84909,True
83292,True
7487,False
16455,False
63989,True
39252,False
78270,True
76802,True
48306,False
43792,False
24280,False
40782,False
39148,False
52041,False
86873,True
16676,False
11596,False
17035,False
21868,False
18457,False
35674,False
54843,True
62939,True
100867,True
104839,True
95361,True
59512,True
2270,False
35839,False
53688,False
77812,True
44260,False
30601,False
63127,True
14056,False
86638,True
20269,False
41208,False
42704,False
71230,True
1920,False
93936,True
36504,False
103542,True
79414,True
13596,False
18214,False
88336,True
89694,True
32336,False
51340,False
45480,False
17580,False
95382,True
63601,True
77971,True
22163,False
43339,False
9198,False
29668,False
32120,False
77710,True
18909,False
90932,True
36287,False
96500,True
105814,True
35629,False
53405,False
84062,True
79674,True
90553,True
104056,True
95677,True
13124,False
74604,True
63436,True
94642,True
71637,True
81317,True
67815,True
70589,True
5065,False
25622,False
37911,False
24805,False
63539,True
49483,False
105460,True
88695,True
43869,False
72815,True
30718,False
56111,True
99245,True
64767,True
76508,True
97949,True
14784,False
94452,True
73409,True
80938,True
52455,False
63161,True
65451,True
29402,False
46924,False
64429,True
76571,True
94411,True
47614,False
83918,True
80268,True
59436,True
36792,False
70999,True
66084,True
85671,True
72327,True
50638,False
24278,False
31459,False
51564,False
43544,False
18780,False
8532,False
40161,False
75393,True
75096,True
9837,False
31019,False
50011,False
29837,False
97912,True
72580,True
6915,False
40260,False
17661,False
69414,True
44787,False
27388,False
38520,False
5537,False
26754,False
97835,True
76470,True
45038,False
52998,False
86103,True
71322,True
85889,True
94734,True
43129,False
46329,False
30022,False
81972,True
101308,True
5339,False
98653,True
85481,True
73813,True
29059,False
37247,False
28168,False
33327,False
61343,True
26820,False
65595,True
97058,True
77445,True
2312,False
41658,False
30399,False
31650,False
71691,True
56228,True
5649,False
76807,True
6598,False
30378,False
68054,True
42945,False
23750,False
28067,False
34929,False
85618,True
14902,False
1139,False
35003,False
52115,False
12298,False
16476,False
38819,False
7677,False
97030,True
24826,False
47275,False
83850,True
24024,False
27611,False
22969,False
100558,True
75253,True
90509,True
26145,False
93697,True
7253,False
45199,False
56834,True
36890,False
101527,True
11945,False
96330,True
68926,True
58927,True
20808,False
71014,True
88333,True
70314,True
97598,True
38618,False
101289,True
36013,False
39711,False
41820,False
89681,True
58623,True
15245,False
41460,False
71587,True
58015,True
30615,False
6043,False
13837,False
43692,False
55636,True
1934,False
62057,True
7562,False
43026,False
2847,False
70897,True
83883,True
47616,False
28344,False
65061,True
72244,True
64921,True
67071,True
34747,False
92604,True
68675,True
55469,True
23536,False
64460,True
73704,True
102113,True
11218,False
101688,True
75662,True
103859,True
32507,False
93479,True
67582,True
13700,False
37274,False
46807,False
104708,True
27539,False
105048,True
76855,True
20671,False
51419,False
89531,True
42147,False
43983,False
100317,True
63737,True
17503,False
69722,True
13940,False
15255,False
14321,False
89560,True
39035,False
56491,True
47880,False
4864,False
74653,True
57306,True
82636,True
25043,False
79703,True
31900,False
19957,False
52823,False
46968,False
69310,True
29222,False
26652,False
100704,True
52923,False
97,False
46822,False
95534,True
96957,True
79823,True
32485,False
20665,False
86002,True
105653,True
26397,False
7383,False
101961,True
34253,False
63162,True
83396,True
41930,False
8472,False
67589,True
94521,True
63376,True
84714,True
47184,False
8003,False
14807,False
79075,True
90808,True
54243,True
61336,True
102932,True
7796,False
16371,False
1866,False
105674,True
92650,True
75234,True
28077,False
101733,True
44019,False
8300,False
29581,False
52246,False
43029,False
101798,True
31979,False
27542,False
53265,False
5625,False
99385,True
21371,False
61376,True
36776,False
28459,False
77322,True
95911,True
10040,False
33176,False
102771,True
5489,False
34213,False
70739,True
71045,True
34655,False
22079,False
84792,True
9949,False
70048,True
15836,False
55252,True
69298,True
22525,False
83039,True
57186,True
40384,False
58358,True
90915,True
60098,True
65564,True
84109,True
22590,False
94840,True
11536,False
38480,False
21239,False
24034,False
21898,False
98673,True
54988,True
44614,False
30469,False
62250,True
44940,False
29761,False
29242,False
96027,True
59202,True
75283,True
15558,False
51937,False
93023,True
56149,True
104399,True
5097,False
56275,True
102194,True
16273,False
48694,False
10728,False
73990,True
65739,True
88140,True
42933,False
75986,True
46441,False
55745,True
81117,True
22176,False
59722,True
50828,False
69193,True
14367,False
10983,False
25889,False
29865,False
4310,False
37637,False
7116,False
8033,False
81942,True
101717,True
97389,True
21627,False
2639,False
18714,False
66315,True
50165,False
99070,True
80177,True
42777,False
785,False
23147,False
95812,True
